Accession Number,Transcript Id,FPKM Value
NW_006432227.1,10778,5.88
NW_006432227.1,10779,6.22
NW_006429782.1,1078,2.71
NW_006432227.1,10780,7.63
NW_006432227.1,10781,4.25
NW_006432227.1,10782,5.45
NW_006432227.1,10783,3.02
NW_006432227.1,10784,1.4
NW_006432227.1,10785,3.43
NW_006432227.1,10786,3.31
NW_006432227.1,10787,11.13
NW_006432227.1,10788,15.12
NW_006432227.1,10789,3.93
NW_006429782.1,1079,3.98
NW_006432227.1,10790,4.26
NW_006432227.1,10791,4.7
NW_006432227.1,10792,5.43
NW_006432227.1,10793,5.56
NW_006432227.1,10794,3.1
NW_006432227.1,10795,6.03
NW_006432227.1,10796,4.21
NW_006432227.1,10797,3.37
NW_006432227.1,10798,55.94
NW_006432227.1,10799,0.0
NW_006429596.1,108,18.54
NW_006429782.1,1080,3.62
NW_006432227.1,10800,22.42
NW_006432227.1,10801,67.69
NW_006432227.1,10802,5.44
NW_006432227.1,10803,7.6
NW_006432227.1,10804,9.94
NW_006432227.1,10805,0.67
NW_006432227.1,10806,5.94
NW_006432227.1,10807,3.68
NW_006432227.1,10808,3.45
NW_006432227.1,10809,9.37
NW_006429782.1,1081,2.01
NW_006432227.1,10810,0.38
NW_006432227.1,10811,1.96
NW_006432227.1,10812,4.8
NW_006432227.1,10813,10.48
NW_006432227.1,10814,16.02
NW_006432227.1,10815,13.3
NW_006432227.1,10816,1.79
NW_006432227.1,10817,25.2
NW_006432227.1,10818,4.8
NW_006432227.1,10819,14.86
NW_006429782.1,1082,1.46
NW_006432227.1,10820,1.48
NW_006432227.1,10821,15.54
NW_006432227.1,10822,1.98
NW_006432227.1,10823,0.0
NW_006432227.1,10824,0.78
NW_006432227.1,10825,10.68
NW_006432227.1,10826,46.02
NW_006432227.1,10827,10.08
NW_006432227.1,10828,13.33
NW_006432227.1,10829,1.88
NW_006429782.1,1083,2.11
NW_006432227.1,10830,0.0
NW_006432227.1,10831,3.25
NW_006432227.1,10832,2.09
NW_006432227.1,10833,8.86
NW_006432227.1,10834,0.81
NW_006432227.1,10835,1.9
NW_006432227.1,10836,15.34
NW_006432227.1,10837,6.92
NW_006432227.1,10838,7.19
NW_006432235.1,10839,829.52
NW_006429782.1,1084,4.11
NW_006432235.1,10840,19.6
NW_006432235.1,10841,21.0
NW_006432235.1,10842,5.87
NW_006432235.1,10843,0.56
NW_006432235.1,10844,0.0
NW_006432235.1,10845,7.59
NW_006432235.1,10846,49.57
NW_006432235.1,10847,7.37
NW_006432235.1,10848,2.47
NW_006432235.1,10849,32.33
NW_006429782.1,1085,4.32
NW_006432235.1,10850,10.57
NW_006432235.1,10851,5.71
NW_006432235.1,10852,4.25
NW_006432235.1,10853,4.22
NW_006432235.1,10854,7.45
NW_006432235.1,10855,4.79
NW_006432235.1,10856,3.44
NW_006432235.1,10857,5.77
NW_006432235.1,10858,6.04
NW_006432235.1,10859,2.27
NW_006429782.1,1086,3.13
NW_006432235.1,10860,4.24
NW_006432235.1,10861,4.89
NW_006432235.1,10862,4.0
NW_006432235.1,10863,1.66
NW_006432235.1,10864,8.41
NW_006432235.1,10865,9.65
NW_006432235.1,10866,10.37
NW_006432235.1,10867,7.82
NW_006432235.1,10868,3.55
NW_006432235.1,10869,4.44
NW_006429782.1,1087,6.27
NW_006432235.1,10870,8.43
NW_006432235.1,10871,8.61
NW_006432235.1,10872,0.0
NW_006432235.1,10873,2.88
NW_006432235.1,10874,4.96
NW_006432235.1,10875,2.44
NW_006432235.1,10876,3.93
NW_006432235.1,10877,24.14
NW_006432235.1,10878,1.97
NW_006432235.1,10879,6.02
NW_006429782.1,1088,5.94
NW_006432235.1,10880,2.5
NW_006432235.1,10881,1.99
NW_006432235.1,10882,1.3
NW_006432235.1,10883,7.33
NW_006432235.1,10884,7.84
NW_006432235.1,10885,2.27
NW_006432235.1,10886,6.1
NW_006432235.1,10887,26.62
NW_006432235.1,10888,3.03
NW_006432235.1,10889,3.54
NW_006429782.1,1089,1.55
NW_006432235.1,10890,3.64
NW_006432235.1,10891,4.58
NW_006432235.1,10892,0.0
NW_006432235.1,10893,6.55
NW_006432235.1,10894,6.74
NW_006432235.1,10895,3.04
NW_006432235.1,10896,26.99
NW_006432235.1,10897,8.04
NW_006432235.1,10898,11.13
NW_006432235.1,10899,3.4
NW_006429596.1,109,2.01
NW_006429782.1,1090,6.07
NW_006432235.1,10900,7.93
NW_006432235.1,10901,2.89
NW_006432235.1,10902,4.82
NW_006432447.1,10903,13.15
NW_006432447.1,10904,6.58
NW_006432447.1,10905,7.72
NW_006432447.1,10906,6.21
NW_006432447.1,10907,7.69
NW_006432447.1,10908,3.09
NW_006432447.1,10909,2.79
NW_006429782.1,1091,6.82
NW_006432447.1,10910,8.66
NW_006432447.1,10911,5.69
NW_006432447.1,10912,5.31
NW_006432447.1,10913,7.78
NW_006432447.1,10914,6.12
NW_006432447.1,10915,16.22
NW_006432447.1,10916,7.03
NW_006432447.1,10917,7.42
NW_006432447.1,10918,4.21
NW_006432447.1,10919,2.31
NW_006429782.1,1092,6.5
NW_006432447.1,10920,4.5
NW_006432447.1,10921,5.25
NW_006432447.1,10922,4.34
NW_006432447.1,10923,3.07
NW_006432447.1,10924,6.61
NW_006432447.1,10925,6.5
NW_006432447.1,10926,3.2
NW_006432447.1,10927,2.48
NW_006432447.1,10928,1.98
NW_006432447.1,10929,3.37
NW_006429782.1,1093,2.93
NW_006432447.1,10930,0.0
NW_006432447.1,10931,5.19
NW_006432447.1,10932,1.95
NW_006432447.1,10933,10.95
NW_006432447.1,10934,12.13
NW_006432447.1,10935,2.06
NW_006432447.1,10936,1.0
NW_006432447.1,10937,4.83
NW_006432447.1,10938,3.99
NW_006432447.1,10939,4.0
NW_006429782.1,1094,1.19
NW_006432447.1,10940,15.94
NW_006432447.1,10941,17.54
NW_006432447.1,10942,4.44
NW_006432447.1,10943,1.75
NW_006432447.1,10944,6.27
NW_006432447.1,10945,3.84
NW_006432447.1,10946,1.59
NW_006432447.1,10947,5.05
NW_006432447.1,10948,4.42
NW_006432447.1,10949,5.7
NW_006429782.1,1095,8.43
NW_006432447.1,10950,4.54
NW_006432447.1,10951,2.94
NW_006432447.1,10952,8.15
NW_006432447.1,10953,9.69
NW_006432447.1,10954,1.4
NW_006432447.1,10955,6.48
NW_006432447.1,10956,7.37
NW_006432447.1,10957,13.44
NW_006432447.1,10958,4.09
NW_006432447.1,10959,3.87
NW_006429782.1,1096,4.05
NW_006432447.1,10960,2.81
NW_006432447.1,10961,11.69
NW_006432447.1,10962,0.0
NW_006432447.1,10963,4.21
NW_006432447.1,10964,2.13
NW_006432447.1,10965,2.3
NW_006432447.1,10966,4.18
NW_006432447.1,10967,0.0
NW_006432447.1,10968,6.48
NW_006432447.1,10969,3.35
NW_006429782.1,1097,4.54
NW_006432447.1,10970,5.55
NW_006432447.1,10971,6.37
NW_006432447.1,10972,3.02
NW_006432447.1,10973,4.32
NW_006432447.1,10974,1.31
NW_006432447.1,10975,4.94
NW_006432447.1,10976,5.3
NW_006432447.1,10977,2.03
NW_006432447.1,10978,3.49
NW_006432447.1,10979,9.75
NW_006429782.1,1098,4.62
NW_006432447.1,10980,6.31
NW_006432447.1,10981,1.34
NW_006432447.1,10982,3.53
NW_006432447.1,10983,3.31
NW_006432447.1,10984,0.0
NW_006432447.1,10985,7.94
NW_006432447.1,10986,8.1
NW_006432447.1,10987,8.5
NW_006432447.1,10988,6.34
NW_006432447.1,10989,3.69
NW_006429782.1,1099,1.53
NW_006432447.1,10990,8.98
NW_006432447.1,10991,1.77
NW_006432447.1,10992,2.81
NW_006432447.1,10993,1.37
NW_006432447.1,10994,5.12
NW_006432447.1,10995,1.77
NW_006432447.1,10996,0.0
NW_006432447.1,10997,4.83
NW_006432447.1,10998,0.0
NW_006432447.1,10999,0.0
NW_006429330.1,11,7.02
NW_006429596.1,110,1.96
NW_006429782.1,1100,10.95
NW_006432447.1,11000,3.2
NW_006432447.1,11001,2.2
NW_006432447.1,11002,4.81
NW_006432447.1,11003,5.24
NW_006432447.1,11004,5.52
NW_006432447.1,11005,4.49
NW_006432447.1,11006,6.25
NW_006432447.1,11007,13.33
NW_006432447.1,11008,4.15
NW_006432447.1,11009,3.01
NW_006429782.1,1101,7.62
NW_006432447.1,11010,10.15
NW_006432447.1,11011,4.58
NW_006432447.1,11012,4.71
NW_006432447.1,11013,7.64
NW_006432447.1,11014,0.0
NW_006432447.1,11015,6.35
NW_006432447.1,11016,7.74
NW_006432447.1,11017,1.38
NW_006432447.1,11018,6.47
NW_006432447.1,11019,5.34
NW_006429782.1,1102,0.0
NW_006432447.1,11020,5.98
NW_006432447.1,11021,7.1
NW_006432447.1,11022,2.43
NW_006432447.1,11023,5.31
NW_006432447.1,11024,4.88
NW_006432447.1,11025,4.96
NW_006432447.1,11026,4.28
NW_006432447.1,11027,3.97
NW_006432447.1,11028,2.16
NW_006432447.1,11029,5.94
NW_006429782.1,1103,3.02
NW_006432447.1,11030,5.24
NW_006432447.1,11031,4.51
NW_006432447.1,11032,6.94
NW_006432447.1,11033,5.75
NW_006432447.1,11034,4.62
NW_006432447.1,11035,4.33
NW_006432447.1,11036,0.0
NW_006432447.1,11037,3.54
NW_006432447.1,11038,2.86
NW_006432447.1,11039,0.0
NW_006429782.1,1104,4.15
NW_006432447.1,11040,1.53
NW_006432447.1,11041,3.75
NW_006432447.1,11042,2.79
NW_006432447.1,11043,1.57
NW_006432447.1,11044,3.4
NW_006432447.1,11045,3.22
NW_006432447.1,11046,3.82
NW_006432447.1,11047,9.75
NW_006432447.1,11048,7.51
NW_006432447.1,11049,3.1
NW_006429782.1,1105,5.13
NW_006432447.1,11050,11.94
NW_006432447.1,11051,1.78
NW_006432447.1,11052,6.82
NW_006432447.1,11053,4.06
NW_006432447.1,11054,1.44
NW_006432447.1,11055,0.0
NW_006432447.1,11056,1.63
NW_006432447.1,11057,134.16
NW_006432447.1,11058,89.57
NW_006432447.1,11059,4.89
NW_006429782.1,1106,7.9
NW_006432447.1,11060,4.09
NW_006432447.1,11061,5.02
NW_006432447.1,11062,6.08
NW_006432447.1,11063,4.36
NW_006432447.1,11064,3.4
NW_006432447.1,11065,3.44
NW_006432447.1,11066,0.0
NW_006432447.1,11067,4.41
NW_006432447.1,11068,14.69
NW_006432447.1,11069,3.06
NW_006429782.1,1107,2.03
NW_006432447.1,11070,0.0
NW_006432447.1,11071,4.39
NW_006432447.1,11072,5.93
NW_006432447.1,11073,4.06
NW_006432447.1,11074,4.26
NW_006432447.1,11075,7.73
NW_006432447.1,11076,3.29
NW_006432447.1,11077,4.22
NW_006432447.1,11078,1.93
NW_006432447.1,11079,3.34
NW_006429782.1,1108,0.64
NW_006432447.1,11080,2.51
NW_006432447.1,11081,6.7
NW_006432447.1,11082,2.03
NW_006432447.1,11083,3.93
NW_006432447.1,11084,4.86
NW_006432447.1,11085,4.32
NW_006432447.1,11086,5.68
NW_006432447.1,11087,1.44
NW_006432447.1,11088,4.54
NW_006432447.1,11089,4.65
NW_006429782.1,1109,0.82
NW_006432447.1,11090,3.85
NW_006432447.1,11091,7.24
NW_006432447.1,11092,4.18
NW_006432447.1,11093,4.6
NW_006432447.1,11094,13.52
NW_006432447.1,11095,4.86
NW_006432447.1,11096,2.16
NW_006432447.1,11097,31.14
NW_006432447.1,11098,8.23
NW_006432447.1,11099,0.0
NW_006429596.1,111,9.09
NW_006429782.1,1110,1.66
NW_006432447.1,11100,8.31
NW_006432447.1,11101,5.5
NW_006432447.1,11102,0.0
NW_006432447.1,11103,3.38
NW_006432447.1,11104,2.43
NW_006432447.1,11105,11.93
NW_006432447.1,11106,6.69
NW_006432447.1,11107,0.0
NW_006432447.1,11108,3.42
NW_006432447.1,11109,2.2
NW_006429782.1,1111,3.27
NW_006432447.1,11110,0.0
NW_006432447.1,11111,1.16
NW_006432447.1,11112,6.32
NW_006432447.1,11113,4.94
NW_006432447.1,11114,4.33
NW_006432447.1,11115,8.05
NW_006432447.1,11116,4.53
NW_006432447.1,11117,5.33
NW_006432447.1,11118,5.24
NW_006432447.1,11119,5.95
NW_006429782.1,1112,3.99
NW_006432447.1,11120,0.0
NW_006432447.1,11121,1.88
NW_006432447.1,11122,2.27
NW_006432447.1,11123,4.02
NW_006432447.1,11124,6.3
NW_006432447.1,11125,4.12
NW_006432447.1,11126,10.88
NW_006432447.1,11127,6.41
NW_006432447.1,11128,5.47
NW_006432447.1,11129,7.09
NW_006429782.1,1113,1.09
NW_006432447.1,11130,5.45
NW_006432447.1,11131,5.88
NW_006432447.1,11132,0.0
NW_006432447.1,11133,2.86
NW_006479380.1,11134,2.06
NW_006432447.1,11135,2.16
NW_006432447.1,11136,0.0
NW_006432447.1,11137,2.8
NW_006432447.1,11138,0.0
NW_006432447.1,11139,3.39
NW_006429782.1,1114,6.25
NW_006432447.1,11140,2.35
NW_006432447.1,11141,7.07
NW_006432447.1,11142,0.26
NW_006432447.1,11143,0.66
NW_006432447.1,11144,5.33
NW_006432447.1,11145,9.05
NW_006432447.1,11146,22.61
NW_006432447.1,11147,57.06
NW_006432447.1,11148,12.09
NW_006432447.1,11149,0.7
NW_006429782.1,1115,11.46
NW_006432447.1,11150,4.21
NW_006432447.1,11151,4.55
NW_006432447.1,11152,3.18
NW_006432447.1,11153,4.09
NW_006432447.1,11154,2.71
NW_006432447.1,11155,5.51
NW_006432447.1,11156,10.37
NW_006432447.1,11157,4.79
NW_006432447.1,11158,5.29
NW_006432447.1,11159,11.31
NW_006429782.1,1116,4.12
NW_006432447.1,11160,15.86
NW_006432447.1,11161,0.0
NW_006432447.1,11162,13.38
NW_006432447.1,11163,0.0
NW_006432447.1,11164,1.59
NW_006432447.1,11165,23.95
NW_006432447.1,11166,11.77
NW_006432447.1,11167,8.66
NW_006432447.1,11168,9.94
NW_006432447.1,11169,0.0
NW_006429782.1,1117,4.25
NW_006432447.1,11170,2.13
NW_006432447.1,11171,3.95
NW_006432447.1,11172,0.0
NW_006432447.1,11173,4.47
NW_006432447.1,11174,13.94
NW_006432447.1,11175,13.79
NW_006432447.1,11176,1.02
NW_006432447.1,11177,2.47
NW_006432447.1,11178,1.15
NW_006432447.1,11179,9.53
NW_006429782.1,1118,6.25
NW_006432447.1,11180,2.99
NW_006432447.1,11181,10.32
NW_006432447.1,11182,4.33
NW_006432447.1,11183,7.06
NW_006432447.1,11184,2.4
NW_006432447.1,11185,5.56
NW_006432447.1,11186,1.52
NW_006432447.1,11187,7.09
NW_006432447.1,11188,1.82
NW_006432447.1,11189,40.85
NW_006429782.1,1119,5.72
NW_006432447.1,11190,5.77
NW_006432447.1,11191,0.0
NW_006432447.1,11192,4.17
NW_006432447.1,11193,0.0
NW_006432447.1,11194,1.91
NW_006432447.1,11195,1.8
NW_006432447.1,11196,0.63
NW_006432447.1,11197,0.0
NW_006432447.1,11198,34.37
NW_006432447.1,11199,4.56
NW_006429596.1,112,6.66
NW_006429782.1,1120,4.5
NW_006432447.1,11200,3.24
NW_006432447.1,11201,68.17
NW_006432447.1,11202,1.24
NW_006432447.1,11203,22.72
NW_006432447.1,11204,0.0
NW_006432447.1,11205,6.81
NW_006432447.1,11206,16.3
NW_006432447.1,11207,0.97
NW_006432447.1,11208,3.66
NW_006432447.1,11209,9.54
NW_006429782.1,1121,10.45
NW_006432447.1,11210,7.32
NW_006432447.1,11211,2.97
NW_006432447.1,11212,2.68
NW_006432447.1,11213,9.35
NW_006432447.1,11214,24.07
NW_006432447.1,11215,41.71
NW_006432447.1,11216,3.17
NW_006432447.1,11217,0.0
NW_006432447.1,11218,0.29
NW_006432447.1,11219,2.2
NW_006429782.1,1122,3.4
NW_006432447.1,11220,7.6
NW_006432447.1,11221,3.54
NW_006432447.1,11222,1.61
NW_006432447.1,11223,4.62
NW_006432447.1,11224,18.41
NW_006432447.1,11225,0.0
NW_006432447.1,11226,12.77
NW_006432447.1,11227,0.0
NW_006432447.1,11228,6.99
NW_006432447.1,11229,1.24
NW_006429782.1,1123,3.2
NW_006432447.1,11230,6.2
NW_006432447.1,11231,11.17
NW_006432447.1,11232,12.66
NW_006441953.1,11233,5.23
NW_006441953.1,11234,5.23
NW_006432447.1,11235,4.42
NW_006432447.1,11236,1.86
NW_006432447.1,11237,1.93
NW_006432447.1,11238,8.73
NW_006432447.1,11239,0.59
NW_006429782.1,1124,5.07
NW_006432447.1,11240,0.87
NW_006432447.1,11241,17.25
NW_006432447.1,11242,0.0
NW_006432447.1,11243,6.01
NW_006432447.1,11244,1.28
NW_006432447.1,11245,13.75
NW_006432447.1,11246,10.24
NW_006436294.1,11247,57.83
NW_006432447.1,11248,7.13
NW_006432447.1,11249,9.24
NW_006429782.1,1125,3.87
NW_006432447.1,11250,64.15
NW_006432447.1,11251,7.76
NW_006432447.1,11252,14.94
NW_006432447.1,11253,1.41
NW_006432447.1,11254,14.24
NW_006432447.1,11255,6.18
NW_006432447.1,11256,11.89
NW_006432447.1,11257,15.9
NW_006432447.1,11258,0.69
NW_006432447.1,11259,0.72
NW_006429782.1,1126,3.22
NW_006432447.1,11260,2.92
NW_006432447.1,11261,3.76
NW_006432447.1,11262,79.48
NW_006432447.1,11263,8.28
NW_006432447.1,11264,6.59
NW_006432447.1,11265,0.0
NW_006432447.1,11266,0.82
NW_006432447.1,11267,3.04
NW_006432447.1,11268,5.61
NW_006432447.1,11269,1.12
NW_006429782.1,1127,2.96
NW_006432447.1,11270,14.11
NW_006432447.1,11271,10.82
NW_006432447.1,11272,2.49
NW_006432447.1,11273,11.86
NW_006432447.1,11274,9.68
NW_006432447.1,11275,5.8
NW_006432447.1,11276,12.29
NW_006432447.1,11277,9.7
NW_006432447.1,11278,0.0
NW_006432447.1,11279,9.01
NW_006429782.1,1128,5.28
NW_006432447.1,11280,49.25
NW_006432447.1,11281,0.0
NW_006432447.1,11282,6.11
NW_006432447.1,11283,32.02
NW_006432447.1,11284,7.72
NW_006432447.1,11285,22.59
NW_006432447.1,11286,6.1
NW_006432447.1,11287,1.79
NW_006432447.1,11288,12.15
NW_006432447.1,11289,12.46
NW_006429782.1,1129,5.36
NW_006432447.1,11290,3.62
NW_006432447.1,11291,3.54
NW_006432447.1,11292,21.96
NW_006432447.1,11293,0.97
NW_006432447.1,11294,0.0
NW_006432447.1,11295,25.27
NW_006432447.1,11296,7.64
NW_006432447.1,11297,4.12
NW_006432447.1,11298,5.47
NW_006432447.1,11299,7.55
NW_006429596.1,113,33.43
NW_006429782.1,1130,5.68
NW_006432447.1,11300,6.67
NW_006432447.1,11301,4.18
NW_006432447.1,11302,3.41
NW_006432447.1,11303,7.28
NW_006432447.1,11304,4.55
NW_006432447.1,11305,5.91
NW_006432447.1,11306,2.2
NW_006432447.1,11307,37.46
NW_006432447.1,11308,0.77
NW_006432447.1,11309,30.08
NW_006429782.1,1131,3.88
NW_006432447.1,11310,4.08
NW_006432447.1,11311,5.24
NW_006432447.1,11312,11.55
NW_006432447.1,11313,10.48
NW_006432447.1,11314,9.67
NW_006432447.1,11315,9.84
NW_006432447.1,11316,7.81
NW_006432447.1,11317,5.45
NW_006432447.1,11318,3.54
NW_006432447.1,11319,5.27
NW_006429782.1,1132,3.4
NW_006432447.1,11320,3.44
NW_006432447.1,11321,3.15
NW_006432447.1,11322,31.09
NW_006432447.1,11323,8.18
NW_006432447.1,11324,3.88
NW_006432447.1,11325,3.67
NW_006432447.1,11326,1.19
NW_006432447.1,11327,13.42
NW_006432447.1,11328,2.65
NW_006432447.1,11329,6.13
NW_006429782.1,1133,2.4
NW_006432447.1,11330,6.59
NW_006432447.1,11331,3.49
NW_006432447.1,11332,1.48
NW_006432447.1,11333,26.81
NW_006432447.1,11334,6.32
NW_006432449.1,11335,14.12
NW_006432449.1,11336,30.59
NW_006432451.1,11337,2.88
NW_006432451.1,11338,76.77
NW_006432451.1,11339,45.56
NW_006429782.1,1134,0.0
NW_006432451.1,11340,77.98
NW_006432451.1,11341,1.14
NW_006432451.1,11342,3.84
NW_006432451.1,11343,4.54
NW_006432451.1,11344,11.09
NW_006432451.1,11345,29.98
NW_006432451.1,11346,18.89
NW_006432451.1,11347,13.17
NW_006432451.1,11348,1.84
NW_006432451.1,11349,3.04
NW_006429782.1,1135,1.57
NW_006432451.1,11350,0.0
NW_006432451.1,11351,0.0
NW_006432451.1,11352,0.0
NW_006432451.1,11353,3.13
NW_006432451.1,11354,2.33
NW_006432451.1,11355,0.0
NW_006432451.1,11356,0.55
NW_006432451.1,11357,3.65
NW_006432451.1,11358,19.06
NW_006432451.1,11359,0.0
NW_006429782.1,1136,2.65
NW_006432451.1,11360,3.58
NW_006432451.1,11361,59.18
NW_006432451.1,11362,10.63
NW_006432451.1,11363,3.18
NW_006432451.1,11364,1.09
NW_006432451.1,11365,8.52
NW_006432451.1,11366,8.9
NW_006432451.1,11367,11.99
NW_006432451.1,11368,27.83
NW_006432451.1,11369,19.0
NW_006429782.1,1137,12.93
NW_006432447.1,11370,1243.86
NW_006432451.1,11371,6.04
NW_006432451.1,11372,19.22
NW_006432451.1,11373,5.22
NW_006432451.1,11374,16.22
NW_006432451.1,11375,5.95
NW_006432451.1,11376,31.27
NW_006432451.1,11377,0.0
NW_006432451.1,11378,35.85
NW_006432451.1,11379,39.07
NW_006429782.1,1138,3.4
NW_006432451.1,11380,7.31
NW_006432451.1,11381,6.95
NW_006432451.1,11382,0.0
NW_006432451.1,11383,1.42
NW_006432451.1,11384,9.92
NW_006432451.1,11385,24.03
NW_006432451.1,11386,5.34
NW_006432451.1,11387,64.82
NW_006432451.1,11388,18.53
NW_006432451.1,11389,4.32
NW_006429782.1,1139,0.0
NW_006432451.1,11390,6.55
NW_006432451.1,11391,2.95
NW_006432451.1,11392,5.34
NW_006432451.1,11393,12.78
NW_006432451.1,11394,3.11
NW_006432451.1,11395,41.72
NW_006432451.1,11396,21.31
NW_006432451.1,11397,5.72
NW_006432451.1,11398,0.0
NW_006432451.1,11399,9.46
NW_006429596.1,114,56.26
NW_006429782.1,1140,13.37
NW_006432451.1,11400,2.76
NW_006432451.1,11401,1.99
NW_006432451.1,11402,2.72
NW_006432451.1,11403,5.19
NW_006432451.1,11404,4.92
NW_006432451.1,11405,1.57
NW_006432451.1,11406,0.0
NW_006432451.1,11407,9.08
NW_006432451.1,11408,6.98
NW_006432451.1,11409,10.07
NW_006429782.1,1141,4.84
NW_006432451.1,11410,5.75
NW_006432451.1,11411,1.55
NW_006432451.1,11412,8.35
NW_006432451.1,11413,2.47
NW_006432451.1,11414,8.18
NW_006432451.1,11415,32.72
NW_006432451.1,11416,17.89
NW_006432451.1,11417,12.02
NW_006432451.1,11418,27.42
NW_006432451.1,11419,5.28
NW_006429782.1,1142,3.35
NW_006432451.1,11420,0.91
NW_006432451.1,11421,0.0
NW_006432451.1,11422,31.98
NW_006432451.1,11423,4.49
NW_006432451.1,11424,16.53
NW_006432451.1,11425,3.46
NW_006432451.1,11426,4.55
NW_006432451.1,11427,1.96
NW_006432451.1,11428,5.78
NW_006432451.1,11429,3.14
NW_006429782.1,1143,3.44
NW_006432451.1,11430,1.65
NW_006432451.1,11431,3.54
NW_006432451.1,11432,5.8
NW_006432451.1,11433,7.73
NW_006432451.1,11434,4.85
NW_006432451.1,11435,1.9
NW_006432451.1,11436,4.98
NW_006432451.1,11437,0.0
NW_006432451.1,11438,1.2
NW_006432451.1,11439,2.08
NW_006429782.1,1144,3.14
NW_006432451.1,11440,6.75
NW_006432451.1,11441,6.56
NW_006432451.1,11442,9.52
NW_006432451.1,11443,8.61
NW_006432451.1,11444,7.54
NW_006432451.1,11445,6.44
NW_006432451.1,11446,3.35
NW_006432451.1,11447,4.75
NW_006432451.1,11448,4.12
NW_006432451.1,11449,3.18
NW_006429782.1,1145,3.58
NW_006432451.1,11450,1.15
NW_006432451.1,11451,8.64
NW_006432451.1,11452,4.54
NW_006432451.1,11453,3.7
NW_006432451.1,11454,2.66
NW_006432451.1,11455,2.84
NW_006432451.1,11456,8.17
NW_006432451.1,11457,13.58
NW_006432451.1,11458,2.84
NW_006432451.1,11459,3.54
NW_006429782.1,1146,3.83
NW_006432451.1,11460,5.02
NW_006432451.1,11461,5.41
NW_006432451.1,11462,1.82
NW_006432451.1,11463,2.16
NW_006432451.1,11464,12.7
NW_006432451.1,11465,7.75
NW_006432451.1,11466,3.03
NW_006432451.1,11467,6.04
NW_006432451.1,11468,8.17
NW_006432451.1,11469,5.37
NW_006429782.1,1147,1.55
NW_006432451.1,11470,1.34
NW_006432451.1,11471,4.08
NW_006432451.1,11472,3.08
NW_006432451.1,11473,4.11
NW_006432451.1,11474,1.67
NW_006432451.1,11475,3.31
NW_006432451.1,11476,2.52
NW_006432451.1,11477,5.84
NW_006432451.1,11478,2.44
NW_006432451.1,11479,33.15
NW_006429782.1,1148,3.7
NW_006432451.1,11480,4.94
NW_006432451.1,11481,1.53
NW_006432451.1,11482,4.64
NW_006432451.1,11483,0.0
NW_006432451.1,11484,2.88
NW_006432451.1,11485,2.28
NW_006432451.1,11486,13.56
NW_006432451.1,11487,6.01
NW_006432451.1,11488,4.53
NW_006432451.1,11489,3.39
NW_006429782.1,1149,3.29
NW_006432451.1,11490,3.19
NW_006432451.1,11491,2.31
NW_006432451.1,11492,1.58
NW_006432451.1,11493,0.0
NW_006432451.1,11494,3.04
NW_006432451.1,11495,3.37
NW_006432451.1,11496,7.21
NW_006432451.1,11497,5.25
NW_006432451.1,11498,14.93
NW_006432451.1,11499,8.15
NW_006429596.1,115,48.57
NW_006429782.1,1150,2.81
NW_006432451.1,11500,3.75
NW_006432451.1,11501,11.81
